#element,configuration,UUID
O,XO2,bd17cf5c-f7e5-42a4-8b0b-0ff6cb55f0cb
O,XO3,15fd077e-a81f-4e66-a966-7d793a241a33
Os,X2O,9d0c1716-8691-4dae-96e6-ddcd4a06138b
Os,X2O3,2e909989-d7d6-40d3-8663-384ab0217b1c
Os,X2O5,e7a70bc5-ed7f-40b2-b768-3d3942054799
Os,XO,60dd53f6-36d2-4e72-941e-f77012eb16d5
Os,XO2,247ffed0-0ceb-4ed0-98a9-c37b4964a759
Os,XO3,6e613bfd-c981-484a-ae19-93671d09bbc4
P,X2O,9e62d672-0cbe-4aad-9d70-29f0ee22529c
P,X2O3,53b1a624-0914-4640-b38a-d72f6a95ba49
P,X2O5,0c82ac49-edde-47d6-8c51-57a8502d951e
P,XO,d2279793-e8e0-476e-8f45-ef10cab06ae3
P,XO2,c92f259f-6e1b-4fcd-ab0d-af6e5cd71fcd
P,XO3,19d56403-e643-4788-87d1-97a91083b4fc
Pa,X2O,fd1f8909-f3d8-4e1b-bc75-0d7680394c4c
Pa,X2O3,47e3a71d-2dc0-46f2-aa9f-1fcc2ebf2ded
Pa,X2O5,43165d9e-f29e-49de-ada1-5c6f9289c9f5
Pa,XO,f49d3582-9e12-4f8b-896a-e01121e8541d
Pa,XO2,2a76741d-0ae8-470a-9905-f02abf5f293b
Pa,XO3,cfb0a2ba-1711-42a6-bb92-ed1fe865546f
Pb,X2O,f8e6b40a-d1db-44d3-b32e-5d7b500bd33a
Pb,X2O3,448ba6c9-f656-4ffc-896a-1ed204972c54
Pb,X2O5,12684663-f670-4686-bf5c-dec37f2e5507
Pb,XO,46be9487-8995-4177-bd15-0ebd124400c6
